date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:59	20818/20818	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2008:07:59%20GMT	https://onstream.so/	C:/My%20Web%20Sites/onstram/onstream.so/index.html	(from )
08:07:59	30/30	---M--	200	added ('OK')	text/plain	etag:W/%221e-1872bf16686%22	https://onstream.so/robots.txt		(from )
08:07:59	494661/494661	---M--	200	added ('OK')	image/jpeg	etag:W/%2278c45-1872bf16366%22	https://onstream.so/images/og.jpg	C:/My%20Web%20Sites/onstram/onstream.so/images/og.jpg	(from https://onstream.so/)
08:08:00	17412/17412	---M--	200	added ('OK')	image/png	etag:W/%224404-1872bf16351%22	https://onstream.so/images/favicon.png	C:/My%20Web%20Sites/onstram/onstream.so/images/favicon.png	(from https://onstream.so/)
08:08:00	140936/140936	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:06%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.1.3/css/bootstrap.min.css	C:/My%20Web%20Sites/onstram/maxcdn.bootstrapcdn.com/bootstrap/4.1.3/css/bootstrap.min.css	(from https://onstream.so/)
08:08:00	48649/48649	---MCZ	200	added ('OK')	text/css	etag:W/%2210519cfd3206802f58315b877a9beab5%22	https://use.fontawesome.com/releases/v5.3.1/css/all.css	C:/My%20Web%20Sites/onstram/use.fontawesome.com/releases/v5.3.1/css/all.css	(from https://onstream.so/)
08:08:01	17176/17176	---MCZ	200	added ('OK')	text/css	etag:W/%224318-1872bf16349%22	https://onstream.so/css/styles.css	C:/My%20Web%20Sites/onstram/onstream.so/css/styles.css	(from https://onstream.so/)
08:08:01	2424/2424	---MCZ	200	added ('OK')	text/css	etag:W/%22978-1872bf16349%22	https://onstream.so/css/page.css	C:/My%20Web%20Sites/onstram/onstream.so/css/page.css	(from https://onstream.so/)
08:08:01	7127/7127	---MCZ	200	added ('OK')	text/css	etag:W/%221bd7-1872bf16349%22	https://onstream.so/css/media.css	C:/My%20Web%20Sites/onstram/onstream.so/css/media.css	(from https://onstream.so/)
08:08:01	18120/18120	---M--	200	added ('OK')	image/png	etag:W/%2246c8-1872bf16355%22	https://onstream.so/images/logo@2x.png	C:/My%20Web%20Sites/onstram/onstream.so/images/logo@2x.png	(from https://onstream.so/)
08:08:02	2192/2192	---M--	200	added ('OK')	image/png	etag:W/%22890-1872bf16352%22	https://onstream.so/images/icon-logo.png	C:/My%20Web%20Sites/onstram/onstream.so/images/icon-logo.png	(from https://onstream.so/)
